GN List,,,,,,,,
LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,District,Divisional Secretariat
4-2-06-160,160,පාලෛක්කුලි,பாலைக்குளி,Palaikuly,MN/23,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-165,165,කාත්තාන් කුලම්,காத்தான்குளம்,Kaththankulam,MN/31,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-170,170,වඩ්ඩක්කණ්ඩල්,வட்டக்கண்டல்,Vaddakandal,MN/32,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-175,175,පාලෛයඩීප්පුතුක්කුලම්,பாலையடிப்புதுக்குளம்,Palayadip Puthukulam,MN/34,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-180,180,පාලෛප්පෙරුමාල්කඩ්ඩු,பாலைப்பெருமாள்கட்டு,Palai Periymalkaddu,MN/33,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-09-005,005,පාලම්පීඩිඩී,பாலம்பிட்டி,Palampiddy,MN/40,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-010,010,කිරිසුඩ්ඩාන්,கீரிசுட்டான்,Keerisuddan,MN/41,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-015,015,පරසං කුලම්,பரசங்குளம்,Parasankulam,MN/44,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-020,020,විලත්ති කුලම්,விளாத்திகுளம்,Vilaththikulam,MN/43,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
4-2-09-025,025,කාක්කෛයන් කුලම් නැගෙනහිර,காக்கையன்குளம் கிழக்கு,Kakkayankulam East,MN/46,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,9: මඩු/ மடு/ Madhu
