GN List,,,,,,,,
LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,District,Divisional Secretariat
6-1-06-090,090,ජයලන්ද,ஜயலந்த,Jayalanda,79,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-095,095,පාඩිපංචාව,பாடிபங்சாவ,Padipanchawa,76,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-100,100,බුදුරුවකන්ද,புதுருவ கந்த,Buduruwakanda,86,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-105,105,කල්ලංචිය,கல்லங்சிய,Kallanchiya,85,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-110,110,‍මොලෑව,மொலேவ,Molewa,84,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-115,115,‍‍නොච්චිය,நொச்சிய,Nochchiya,48,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-120,120,‍‍කො‍හොඹන්කුලම,கொஹொம்பந்குளம்,Kohombankulama,49,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-125,125,ඉහල නාන්නේරිය,இஹல நான்னேரிய,Ihala Nanneriya,39,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-130,130,ඉහලගම,இஹலகம,Ihalagama,46,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-135,135,ඉහල පලුකන්දෑව,இஹல பலுகன்தேவ,Ihala Palukandewa,54,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-140,140,පහල පලුකන්දෑව,பஹல பலுகன்தேவ,Pahala Palukandewa,55,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-145,145,මොන්නන්කුලම,மொன்னன் குளம,Monnankulama,56,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-150,150,දිවුල්ලෑව,திவுல்லேவ,Diwullewa,58,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-155,155,කුරුන්දන්කුලම,குருன்தன்குளம,Kurundankulama,59,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-160,160,කැලේගම,கெலேகம,Kelegama,77,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-165,165,සියඹලෑව,சியம்பலாவ,Siyambalewa,78,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-170,170,වලස්වැව,வலஸ்வெவ,Walaswewa,63,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-175,175,පොරොත්තුකඩවල,பொரொட்டுகடவல,Poraththukadawala,64,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-180,180,බුල්නෑව,புல்னேவ,Bulnewa,62,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-185,185,උල්පතගම,உல்பத்தகம,Ulpathagama,61,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-190,190,‍කොක්වැව,கொக்வெவ,Kokwewa,68,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-195,195,මහගල්ගමුව,மஹகல்கமுவ,Mahagalgamuwa,60,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-200,200,ගල්ගමුව නගරය,கல்கமுவ நகரம்,Galgamuwa Town,57,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
